dress_id,style,price,rating,dress_size,season,neckline,sleeve_length,waistline,material,pattern_type,recommendation
754316257,Casual,Low,4.7,L,Summer,o-neck,sleeveless,natural,silk,patchwork,0
598523814,Casual,Average,4.7,free,Summer,v-neck,full,natural,cotton,solid,0
774130360,Casual,Average,0,free,Winter,v-neck,full,,cashmere,solid,1
555727400,Casual,Low,4.7,free,Summer,o-neck,capsleeves,natural,chiffonfabric,print,1
537463111,Casual,Average,4.7,M,Summer,o-neck,threequarter,,chiffonfabric,solid,0
933864550,Sexy,Low,4.5,free,Summer,slash-neck,sleeveless,,polyster,,0
944930838,vintage,Low,4,free,Summer,turndowncollor,short,natural,cotton,solid,0
901346821,Sexy,Low,4.7,free,Summer,v-neck,sleeveless,,,,0
818295153,bohemian,Low,5,free,Summer,o-neck,sleeveless,empire,cotton,print,1
943414146,Sexy,Average,4.5,S,Winter,v-neck,sleeveless,,polyster,,0
1190383536,vintage,Low,0,free,Summer,o-neck,sleeveless,natural,cotton,print,1
869138763,Casual,Average,4.1,L,Winter,o-neck,sleeveless,natural,polyster,,1
977173764,Casual,Average,4.2,M,Winter,v-neck,full,empire,polyster,patchwork,1
918331326,Brief,Average,4.8,free,Winter,v-neck,halfsleeve,natural,polyster,solid,0
955679920,Sexy,Average,4.8,S,Winter,v-neck,sleeveless,empire,polyster,solid,0
862814652,Casual,Average,4.7,L,Winter,o-neck,sleeveless,natural,polyster,patchwork,0
799301728,vintage,Average,4.7,M,Summer,v-neck,short,natural,rayon,print,0
1039384371,Casual,Average,4.8,free,Summer,o-neck,sleeveless,natural,cotton,solid,0
746518490,Sexy,Low,4.7,M,Winter,v-neck,sleeveless,natural,polyster,striped,0
720665176,Casual,Average,5,S,Spring,turndowncollor,full,empire,cotton,solid,0
1001750851,Casual,Low,1,M,Spring,o-neck,halfsleeve,,,,0
882975367,Sexy,Average,4.1,free,Summer,v-neck,sleeveless,natural,cotton,,1
1069577979,Casual,Low,4,free,Summer,v-neck,sleeveless,natural,cotton,print,0
711704151,cute,Average,4.6,free,Spring,v-neck,full,natural,cotton,solid,1
876761815,Casual,Low,5,M,Spring,o-neck,sleeveless,natural,spandex,print,0
845853510,Casual,Average,4.5,L,Summer,o-neck,short,natural,cotton,solid,0
832090686,cute,Average,4.6,M,Autumn,o-neck,threequarter,natural,silk,print,0
839305476,Casual,Low,4.6,free,Autumn,o-neck,halfsleeve,natural,chiffonfabric,leopard,1
855418066,Casual,Low,4.7,L,Summer,,sleeveless,,cotton,solid,1
1211480431,Sexy,Low,0,L,Summer,o-neck,sleeveless,empire,silk,striped,0
946741571,bohemian,Average,4,free,Winter,o-neck,sleeveless,natural,polyster,striped,0
724177834,Casual,Low,4.7,free,Summer,o-neck,full,natural,cotton,solid,1
975877364,work,Average,0,M,Summer,v-neck,sleeveless,natural,cotton,solid,1
851697194,bohemian,Average,4.1,free,Summer,o-neck,threequarter,,,,0
1108356000,Casual,Average,0,M,Spring,o-neck,halfsleeve,natural,,,0
871219565,Brief,Low,4.6,M,Summer,o-neck,short,natural,cotton,animal,0
1250787559,cute,Low,0,free,Spring,v-neck,sleeveless,empire,chiffonfabric,,1
942245416,Casual,Average,5,M,Spring,o-neck,threequarter,,spandex,,0
900108476,Casual,Low,5,free,Winter,o-neck,full,natural,wool,solid,0
1019672746,vintage,Average,4.5,L,Winter,o-neck,short,empire,,patchwork,1
783980024,Casual,Average,4.5,free,Summer,o-neck,short,natural,polyster,solid,0
970655043,bohemian,Low,4.4,L,Summer,bowneck,short,natural,cotton,dot,0
1139064593,Casual,High,0,L,Winter,v-neck,threequarter,natural,polyster,solid,1
939389270,Casual,Average,4.8,free,Winter,o-neck,sleeveless,,polyster,solid,0
859321875,Brief,Low,4.7,M,Winter,o-neck,full,natural,cotton,patchwork,0
703395323,Casual,Medium,0,free,Winter,bowneck,full,,cashmere,solid,1
966030991,party,Average,0,M,Summer,o-neck,full,natural,cotton,patchwork,1
866405822,bohemian,Average,4.8,S,Summer,v-neck,short,natural,cotton,solid,0
941564304,Sexy,Average,4.9,free,Summer,square-collar,sleeveless,natural,polyster,print,0
1119360745,Casual,Average,3,M,Spring,turndowncollor,short,empire,polyster,patchwork,0
932375745,Casual,Low,4.7,L,Autumn,o-neck,short,natural,polyster,patchwork,1
789373177,Casual,Average,4.3,M,Autumn,o-neck,sleeveless,natural,polyster,solid,0
1135456589,Casual,Average,0,XL,Winter,v-neck,short,empire,polyster,solid,1
932913675,Casual,Low,5,free,Summer,o-neck,sleeveless,natural,modal,solid,1
1217548862,vintage,Average,0,L,Summer,square-collar,short,empire,cotton,dot,1
755078866,Casual,Low,4.7,free,Winter,o-neck,sleeveless,natural,milksilk,animal,0
1052420390,vintage,Average,5,M,Summer,v-neck,threequarter,natural,polyster,print,0
924108301,Casual,Low,4.7,L,Summer,o-neck,full,natural,mix,patchwork,1
675980168,bohemian,Average,4.6,M,Spring,o-neck,sleeveless,natural,chiffonfabric,solid,0
730603782,party,Average,4.8,M,Summer,o-neck,full,,cotton,solid,1
934830377,bohemian,Low,4.6,free,Summer,v-neck,sleeveless,natural,cotton,solid,0
689406468,party,very-high,4.6,free,Summer,o-neck,sleeveless,empire,rayon,solid,0
1016250560,vintage,Average,0,M,Spring,o-neck,halfsleeve,empire,polyster,animal,0
860334943,Casual,Medium,4.9,L,Winter,o-neck,short,natural,cotton,solid,0
835915937,Casual,Average,4.9,M,Summer,o-neck,short,dropped,cotton,patchwork,0
944641715,bohemian,Low,5,XL,Spring,v-neck,threequarter,natural,,print,1
869395176,Casual,Average,4.7,M,Summer,o-neck,sleeveless,,cotton,dot,0
1097435333,Casual,Average,0,free,Summer,bowneck,halfsleeve,,cotton,,0
1124120907,Casual,Average,0,free,Summer,o-neck,sleeveless,natural,cotton,floral,0
1130463523,Sexy,Medium,0,free,Winter,o-neck,sleeveless,natural,polyster,solid,0
907669618,Sexy,Average,0,free,Spring,v-neck,full,natural,cotton,solid,1
710089916,Brief,Average,4.9,XL,Spring,slash-neck,full,natural,,solid,0
1065317917,Casual,Average,0,free,Autumn,v-neck,full,natural,cotton,solid,0
737461130,Casual,Average,4.8,M,Summer,v-neck,full,natural,,,0
663993130,Casual,Medium,4.9,L,Spring,square-collar,sleeveless,empire,,print,0
743417270,Sexy,Low,4.4,free,Summer,bowneck,sleeveless,natural,rayon,solid,0
798898277,bohemian,Low,4.6,free,Winter,o-neck,sleeveless,empire,polyster,patchwork,1
549401113,Casual,Low,4.6,free,Autumn,o-neck,full,natural,rayon,solid,1
857189807,Sexy,Low,4.5,free,Summer,o-neck,sleeveless,empire,cotton,solid,1
1055149353,Sexy,Low,0,free,Winter,v-neck,,dropped,cotton,,1
1199912555,Casual,Average,0,XL,Spring,bowneck,sleeveless,natural,mix,solid,0
1249825438,Sexy,Average,0,free,Autumn,o-neck,full,natural,polyster,solid,0
967191118,Sexy,Low,4.8,free,Spring,v-neck,sleeveless,natural,,striped,1
871620435,Brief,Low,4.7,free,Autumn,o-neck,sleeveless,natural,,solid,0
865490824,Sexy,High,5,M,Summer,v-neck,sleeveless,natural,mix,striped,0
1079955163,Casual,Average,4.6,L,Summer,bowneck,full,dropped,cotton,patchwork,0
600514129,cute,Medium,4.9,S,Summer,bowneck,sleeveless,empire,,patchwork,1
720087997,Casual,Low,4.3,free,Spring,o-neck,full,,,none,1
699651184,Casual,Low,4.7,S,Autumn,o-neck,sleeveless,natural,cotton,solid,0
605122868,Casual,Average,4.8,L,Autumn,boat-neck,sleeveless,natural,,solid,0
1000425584,cute,Average,4.5,L,Winter,v-neck,sleeveless,natural,polyster,solid,1
898316315,party,Average,0,M,Spring,o-neck,sleeveless,,,solid,1
1017484769,Sexy,Low,0,free,Summer,v-neck,sleeveless,dropped,,,1
909624960,work,Average,5,M,Summer,o-neck,sleeveless,natural,,solid,1
1086459983,Novelty,Average,5,free,Summer,o-neck,sleeveless,natural,,print,0
593007494,Casual,Low,4.6,free,Spring,v-neck,sleeveless,natural,silk,solid,0
660179663,Casual,Average,4.5,M,Summer,o-neck,full,natural,cotton,solid,0
751776863,Casual,Average,4.5,free,Autumn,o-neck,halfsleeve,natural,cotton,solid,1
1253973206,cute,Low,0,M,Summer,boat-neck,short,,,,0
828790972,party,Average,4.9,M,Winter,o-neck,halfsleeve,,cotton,,1
933413410,Casual,Average,4.8,M,Summer,o-neck,halfsleeve,,,,0
550959163,Casual,Low,4.4,L,Summer,o-neck,sleeveless,natural,cotton,solid,0
933926000,Casual,Average,4.3,M,Winter,slash-neck,sleeveless,natural,polyster,solid,0
953168456,cute,Average,4.7,L,Summer,o-neck,sleeveless,natural,polyster,solid,0
1124754999,Sexy,Average,0,S,Summer,v-neck,sleeveless,,,,1
832949213,Casual,Low,4.4,free,Summer,o-neck,sleeveless,,,animal,0
801216472,cute,High,4.3,M,Spring,boat-neck,full,natural,polyster,solid,1
929898500,work,Average,4.8,M,Winter,turndowncollor,full,natural,,solid,0
850490510,Casual,Average,4.6,M,Spring,o-neck,halfsleeve,natural,polyster,solid,0
1099394392,Sexy,Low,0,free,Summer,v-neck,sleeveless,empire,cotton,solid,0
674885710,Casual,High,4.9,XL,Winter,v-neck,full,empire,cotton,solid,0
1122991519,Sexy,Low,0,free,Winter,o-neck,sleeveless,natural,lycra,solid,0
904781800,cute,Average,5,M,Autumn,v-neck,sleeveless,natural,cotton,solid,0
974438263,cute,Low,0,free,Spring,v-neck,sleeveless,natural,silk,patchwork,1
875608094,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,solid,0
1061890181,Casual,Average,0,L,Spring,o-neck,sleeveless,natural,chiffonfabric,solid,0
1033144189,cute,Average,4.7,M,Spring,o-neck,full,natural,rayon,solid,1
860406062,Casual,Average,4.6,M,Winter,v-neck,halfsleeve,natural,silk,solid,1
692445545,Casual,Low,4.4,free,Summer,o-neck,full,natural,cotton,solid,1
974775647,Casual,Low,5,M,Autumn,o-neck,sleeveless,empire,,print,1
1109819647,Casual,Average,0,free,Winter,o-neck,short,natural,polyster,solid,0
1223469038,Sexy,Average,0,free,Winter,slash-neck,sleeveless,natural,cotton,solid,1
511503677,Casual,Low,4.4,M,Summer,o-neck,halfsleeve,empire,chiffonfabric,solid,0
1190558632,cute,Average,0,L,Summer,o-neck,sleeveless,empire,cotton,solid,1
641665398,Casual,Low,4.8,free,Winter,bowneck,full,natural,polyster,solid,0
964917582,Casual,Average,5,L,Summer,o-neck,sleeveless,natural,cotton,,1
859922576,cute,Average,4.6,M,Spring,o-neck,halfsleeve,natural,acrylic,,0
817353671,bohemian,Low,4.6,free,Summer,o-neck,sleeveless,natural,cotton,solid,1
990559192,Brief,Average,4.7,M,Winter,o-neck,halfsleeve,natural,acrylic,striped,0
713391965,Casual,Low,4.7,M,Spring,o-neck,full,natural,polyster,solid,1
532874347,Casual,Average,4.7,M,Summer,v-neck,full,empire,cotton,solid,1
655464934,Casual,Average,4.6,L,Winter,boat-neck,sleeveless,empire,silk,print,1
919930954,Casual,Low,4.4,free,Summer,v-neck,short,empire,cotton,solid,0
